,起点城市,起点城市所属地级市,起点城市所属省份,起点机场,终点城市,终点城市所属地级市,终点城市所属省份,终点机场,航空公司,航班,机型,出发时间,到达时间,准点率,班次_周一,班次_周二,班次_周三,班次_周四,班次_周五,班次_周六,班次_周日
1093,杭州,杭州市,浙江省,杭州萧山国际机场T3,成都,成都市,四川省,成都双流国际机场T2,南方航空,CZ4918,,20:45,23:55,84%,0,0,0,1,0,0,0
1094,杭州,杭州市,浙江省,杭州萧山国际机场T3,成都,成都市,四川省,成都双流国际机场T2,东方航空,MU1015,,20:45,0:05,84%,1,1,0,0,1,1,0
1095,杭州,杭州市,浙江省,杭州萧山国际机场T3,成都,成都市,四川省,成都双流国际机场T2,东方航空,MU1015,,20:45,23:50,84%,0,0,0,0,0,0,1
1096,杭州,杭州市,浙江省,杭州萧山国际机场T3,成都,成都市,四川省,成都双流国际机场T2,东方航空,MU1015,,20:45,23:55,84%,0,0,0,1,0,0,0
1097,杭州,杭州市,浙江省,杭州萧山国际机场T1,成都,成都市,四川省,成都双流国际机场T2,中国国航,CA4534,空中客车A321（中型）,22:00,1:15,91%,1,1,1,1,1,1,1
1098,杭州,杭州市,浙江省,杭州萧山国际机场T1,成都,成都市,四川省,成都双流国际机场T2,西藏航空,TV6454,,22:00,1:15,91%,1,1,1,1,1,1,1
1099,杭州,杭州市,浙江省,杭州萧山国际机场T1,成都,成都市,四川省,成都双流国际机场T2,深圳航空,ZH4534,,22:00,1:15,91%,1,1,1,1,1,1,1
1100,杭州,杭州市,浙江省,杭州萧山国际机场T3,成都,成都市,四川省,成都双流国际机场T1,四川航空,3U1628,空中客车A320（中型）,22:20,1:30,86%,1,1,1,1,1,1,1
1101,杭州,杭州市,浙江省,杭州萧山国际机场T1,成都,成都市,四川省,成都双流国际机场T2,成都航空,EU2302,空中客车A320（中型）,22:20,1:30,86%,1,1,1,1,1,1,1
1102,杭州,杭州市,浙江省,杭州萧山国际机场T3,成都,成都市,四川省,成都双流国际机场T2,长龙航空,GJ8685,空中客车A320（中型）,22:40,2:00,100%,1,1,1,1,1,0,1
1103,杭州,杭州市,浙江省,杭州萧山国际机场T3,成都,成都市,四川省,成都双流国际机场T2,长龙航空,GJ8685,空中客车A320（中型）,22:40,2:05,100%,0,0,0,0,0,1,0
1104,乌鲁木齐,乌鲁木齐市,新疆维吾尔自治区,乌鲁木齐地窝堡国际机场T1,长春,长春市,吉林省,长春龙嘉国际机场T2,天津航空,GS7577,空中客车A320（中型）,8:50,16:20,95%,1,1,1,1,1,1,1
1105,乌鲁木齐,乌鲁木齐市,新疆维吾尔自治区,乌鲁木齐地窝堡国际机场T3,长春,长春市,吉林省,长春龙嘉国际机场T1,南方航空,CZ6182,空中客车A319（中型）,15:40,21:45,93%,1,1,1,1,1,1,1
1106,丽江,丽江市,云南省,丽江三义机场,腾冲,保山市,云南省,腾冲驼峰机场,红土航空,A67137,空中客车A319（中型）,10:05,13:40,98%,1,1,1,1,1,1,1
1107,重庆,,重庆市,重庆江北国际机场T3,张家界,张家界市,湖南省,张家界荷花机场T2,吉祥航空,HO1089,全新A320舒适飞行（中型）,16:45,17:55,91%,1,1,1,1,1,1,1
1108,重庆,,重庆市,重庆江北国际机场T3,张家界,张家界市,湖南省,张家界荷花机场T2,东方航空,MU4047,空中客车A320（中型）,16:45,17:55,91%,1,1,1,1,1,1,1
1109,铜仁,铜仁地区,贵州省,铜仁凤凰机场,石家庄,石家庄市,河北省,石家庄正定国际机场T2,海南航空,HU7525,,16:25,18:35,75%,0,0,0,1,0,0,0
1110,通化,通化市,吉林省,通化三源浦机场,广州,广州市,广东省,广州白云国际机场T1,中国国航,CA4548,波音737-700（中型）,14:25,20:30,89%,0,1,0,1,0,1,0
1111,通化,通化市,吉林省,通化三源浦机场,广州,广州市,广东省,广州白云国际机场T1,深圳航空,ZH4548,波音737（中型）,14:25,20:30,89%,0,1,0,1,0,1,0
1112,大连,大连市,辽宁省,大连周水子国际机场,延吉,延边朝鲜族自治州,吉林省,延吉朝阳川机场,中国国航,CA3237,空中客车A320（中型）,16:30,18:15,73%,1,1,1,1,1,1,0
1113,大连,大连市,辽宁省,大连周水子国际机场,延吉,延边朝鲜族自治州,吉林省,延吉朝阳川机场,吉祥航空,HO1709,全新A320舒适飞行（中型）,16:30,18:15,73%,1,1,1,1,1,1,0
1114,大连,大连市,辽宁省,大连周水子国际机场,延吉,延边朝鲜族自治州,吉林省,延吉朝阳川机场,东方航空,MU4033,空中客车A320（中型）,16:30,18:15,73%,1,1,1,1,1,1,0
1115,大连,大连市,辽宁省,大连周水子国际机场,延吉,延边朝鲜族自治州,吉林省,延吉朝阳川机场,深圳航空,ZH5101,,16:30,18:15,73%,1,1,1,1,1,1,0
1116,齐齐哈尔,齐齐哈尔市,黑龙江省,齐齐哈尔三家子机场,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ6438,空中客车A320（中型）,15:30,22:20,98%,0,1,0,0,0,1,0
1117,齐齐哈尔,齐齐哈尔市,黑龙江省,齐齐哈尔三家子机场,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF4162,,15:30,22:20,98%,0,1,0,0,0,1,0
1118,拉萨,拉萨市,西藏自治区,拉萨贡嘎国际机场,福州,福州市,福建省,福州长乐国际机场,南方航空,CZ5314,波音737（中型）,14:45,20:35,95%,0,0,1,0,0,0,0
1119,拉萨,拉萨市,西藏自治区,拉萨贡嘎国际机场,福州,福州市,福建省,福州长乐国际机场,厦门航空,MF8412,波音737（中型）,14:45,20:35,95%,0,0,1,0,0,0,0
1120,拉萨,拉萨市,西藏自治区,拉萨贡嘎国际机场,福州,福州市,福建省,福州长乐国际机场,河北航空,NS8412,,14:45,20:35,95%,0,0,1,0,0,0,0
1121,扬州,扬州市,江苏省,扬州泰州机场,厦门,厦门市,福建省,厦门高崎国际机场T4,中国国航,CA3715,波音737-800（中型）,13:50,15:40,-,1,1,1,1,1,1,1
1122,扬州,扬州市,江苏省,扬州泰州机场,厦门,厦门市,福建省,厦门高崎国际机场T4,吉祥航空,HO3823,,13:50,15:40,-,1,1,1,1,1,1,1
1123,扬州,扬州市,江苏省,扬州泰州机场,厦门,厦门市,福建省,厦门高崎国际机场T4,昆明航空,KY9755,空中客车A320（中型）,13:50,15:40,-,1,1,1,1,1,1,1
1124,扬州,扬州市,江苏省,扬州泰州机场,厦门,厦门市,福建省,厦门高崎国际机场T4,山东航空,SC9755,,13:50,15:40,-,1,1,1,1,1,1,1
1125,扬州,扬州市,江苏省,扬州泰州机场,厦门,厦门市,福建省,厦门高崎国际机场T4,深圳航空,ZH9755,空中客车A320（中型）,13:50,15:40,-,1,1,1,1,1,1,1
1126,昆明,昆明市,云南省,昆明长水国际机场,十堰,十堰市,湖北省,十堰武当山机场,中国国航,CA8938,波音737-400（中型）,14:55,17:10,97%,0,1,0,1,0,1,0
1127,昆明,昆明市,云南省,昆明长水国际机场,十堰,十堰市,湖北省,十堰武当山机场,山东航空,SC8938,,14:55,17:10,97%,0,1,0,1,0,1,0
1128,昆明,昆明市,云南省,昆明长水国际机场,十堰,十堰市,湖北省,十堰武当山机场,深圳航空,ZH4928,,14:55,17:10,97%,0,1,0,1,0,1,0
1129,安庆,安庆市,安徽省,安庆天柱山机场,海口,海口市,海南省,海口美兰国际机场,海南航空,HU7682,波音737-800（中型）,12:05,14:35,93%,1,1,1,1,1,1,1
1130,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,东方航空,MU2991,空中客车A320（中型）,7:40,9:20,93%,1,1,1,1,1,1,1
1131,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,南方航空,CZ5099,波音737-800（中型）,9:45,11:20,89%,1,0,1,0,1,0,1
1132,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,厦门航空,MF8085,波音737-800（中型）,9:45,11:20,88%,1,0,1,0,1,0,1
1133,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,河北航空,NS8085,,9:45,11:20,88%,1,0,1,0,1,0,1
1134,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,海南航空,HU7407,波音737-800（中型）,10:50,12:25,89%,1,1,1,1,1,1,1
1135,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,南方航空,CZ6769,波音737-800（中型）,11:05,12:40,95%,0,1,0,0,0,0,0
1136,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,南方航空,CZ6769,波音737-800（中型）,11:05,12:45,95%,0,0,0,1,0,1,0
1137,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,中国国航,CA3237,空中客车A320（中型）,14:00,15:40,75%,1,1,1,1,1,1,0
1138,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,吉祥航空,HO1709,全新A320舒适飞行（中型）,14:00,15:40,75%,1,1,1,1,1,1,0
1139,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,东方航空,MU4033,空中客车A320（中型）,14:00,15:40,75%,1,1,1,1,1,1,0
1140,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,深圳航空,ZH5101,,14:00,15:40,75%,1,1,1,1,1,1,0
1141,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,中国国航,CA8946,波音737-400（中型）,14:55,16:40,88%,1,0,1,0,1,0,1
1142,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,华夏航空,G54297,波音737-400（中型）,14:55,16:40,88%,1,0,1,0,1,0,1
1143,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,深圳航空,ZH4646,波音737-300（中型）,14:55,16:40,88%,1,0,1,0,1,0,1
1144,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,南方航空,CZ5479,波音737-800（中型）,16:30,18:05,77%,1,0,1,1,1,0,1
1145,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,厦门航空,MF8073,波音737-800（中型）,16:30,18:05,77%,1,0,1,1,1,0,1
1146,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,东方航空,MU8585,,16:30,18:05,77%,1,0,1,1,1,0,1
1147,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,河北航空,NS8073,,16:30,18:05,77%,1,0,1,1,1,0,1
1148,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,南方航空,CZ6338,空中客车A320（中型）,17:50,19:30,88%,0,1,0,1,0,1,0
1149,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,南方航空,CZ6338,空中客车A320（中型）,18:00,19:40,88%,1,0,1,0,1,0,1
1150,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,吉祥航空,HO1658,全新A320舒适飞行（中型）,18:55,20:40,91%,0,0,0,0,1,0,0
1151,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,东方航空,MU4030,空中客车A320（中型）,18:55,20:40,91%,0,0,0,0,1,0,0
1152,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,深圳航空,ZH5104,,18:55,20:40,91%,0,0,0,0,1,0,0
1153,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,吉祥航空,HO1658,全新A320舒适飞行（中型）,19:00,20:40,91%,1,1,1,1,0,1,1
1154,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,东方航空,MU4030,空中客车A320（中型）,19:00,20:40,91%,1,1,1,1,0,1,1
1155,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,深圳航空,ZH5104,,19:00,20:40,91%,1,1,1,1,0,1,1
1156,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,东方航空,MU2774,空中客车A320（中型）,20:25,22:05,77%,1,1,1,1,1,1,1
1157,南京,南京市,江苏省,南京禄口国际机场T2,大连,大连市,辽宁省,大连周水子国际机场,东方航空,MU2798,空中客车A320（中型）,23:55,1:40,84%,1,1,1,1,1,1,1
1158,常州,常州市,江苏省,常州奔牛机场,宜昌,宜昌市,湖北省,宜昌三峡机场,四川航空,3U8712,空中客车A319（中型）,19:20,21:00,-,0,0,0,1,0,0,0
1159,常州,常州市,江苏省,常州奔牛机场,宜昌,宜昌市,湖北省,宜昌三峡机场,四川航空,3U8712,空中客车A319（中型）,20:25,22:00,-,1,0,0,0,0,0,1
1160,石河子,,新疆维吾尔自治区,石河子花园机场,塔城,塔城地区,新疆维吾尔自治区,塔城民航机场,中国国航,CA5865,,10:45,11:35,84%,1,0,1,0,1,0,1
1161,石河子,,新疆维吾尔自治区,石河子花园机场,塔城,塔城地区,新疆维吾尔自治区,塔城民航机场,华夏航空,G54365,庞巴迪宇航CRJ900（小型）,10:45,11:35,84%,1,0,1,0,1,0,1
1162,石河子,,新疆维吾尔自治区,石河子花园机场,塔城,塔城地区,新疆维吾尔自治区,塔城民航机场,东方航空,MU6632,庞巴迪宇航CRJ900（小型）,10:45,11:35,84%,1,0,1,0,1,0,1
1163,石河子,,新疆维吾尔自治区,石河子花园机场,塔城,塔城地区,新疆维吾尔自治区,塔城民航机场,山东航空,SC2787,,10:45,11:35,84%,1,0,1,0,1,0,1
1164,济南,济南市,山东省,济南遥墙国际机场,武汉,武汉市,湖北省,武汉天河国际机场T3,中国国航,CA4923,,19:20,21:10,97%,1,1,1,1,1,1,1
1165,济南,济南市,山东省,济南遥墙国际机场,武汉,武汉市,湖北省,武汉天河国际机场T3,山东航空,SC4923,波音737-800（中型）,19:20,21:10,97%,1,1,1,1,1,1,1
1166,济南,济南市,山东省,济南遥墙国际机场,武汉,武汉市,湖北省,武汉天河国际机场T3,首都航空,JD5138,空中客车320（中型）,20:40,22:25,86%,1,1,1,1,1,1,1
1167,襄阳,襄阳市,湖北省,襄阳刘集机场,珠海,珠海市,广东省,珠海金湾机场,昆明航空,KY9030,,14:00,16:05,86%,1,1,1,1,1,1,1
1168,襄阳,襄阳市,湖北省,襄阳刘集机场,珠海,珠海市,广东省,珠海金湾机场,深圳航空,ZH8310,波音737-800（中型）,14:00,16:05,86%,1,1,1,1,1,1,1
1169,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T3,厦门航空,MF7011,波音737-800（中型）,8:00,10:25,97%,1,1,1,1,1,1,1
1170,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T3,河北航空,NS3221,波音737-800（中型）,8:00,10:25,97%,1,1,1,1,1,1,1
1171,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T2A,四川航空,3U8125,空中客车A321（中型）,11:55,14:25,91%,0,1,0,1,0,1,0
1172,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T2A,华夏航空,G56518,空中客车A321（中型）,11:55,14:25,91%,0,1,0,1,0,1,0
1173,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T3,厦门航空,MF7019,波音737-800（中型）,12:50,15:25,91%,1,1,1,1,1,1,1
1174,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T3,河北航空,NS3241,波音737-800（中型）,12:50,15:25,91%,1,1,1,1,1,1,1
1175,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T3,西藏航空,TV6034,空中客车A319（中型）,15:55,18:30,91%,1,1,1,1,1,1,1
1176,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T3,深圳航空,ZH3980,空中客车A320（中型）,15:55,18:30,91%,1,1,1,1,1,1,1
1177,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T2A,华夏航空,G56106,波音737-800（中型）,18:25,20:50,98%,1,1,1,0,1,1,1
1178,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T2A,华夏航空,G56106,波音737-800（中型）,18:25,21:00,98%,0,0,0,1,0,0,0
1179,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T3,山东航空,SC3044,波音737-800（中型）,18:25,20:50,98%,1,1,1,0,1,1,1
1180,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T3,山东航空,SC3044,波音737-800（中型）,18:25,21:00,98%,0,0,0,1,0,0,0
1181,石家庄,石家庄市,河北省,石家庄正定国际机场T2,重庆,,重庆市,重庆江北国际机场T2B,西部航空,PN6350,空中客车A320（中型）,19:35,22:10,89%,1,1,1,1,1,1,1
1182,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T1,中国国航,CA3380,,6:40,8:35,95%,1,1,1,1,1,1,1
1183,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T1,昆明航空,KY9966,,6:40,8:35,95%,1,1,1,1,1,1,1
1184,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T1,深圳航空,ZH9966,波音737-800（中型）,6:40,8:35,95%,1,1,1,1,1,1,1
1185,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ3770,波音737-800（中型）,7:45,9:55,97%,1,1,1,1,1,1,1
1186,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF1633,,7:45,9:55,97%,1,1,1,1,1,1,1
1187,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T1,海南航空,HU7222,波音737-800（中型）,9:35,11:45,82%,0,1,0,1,0,1,0
1188,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ3812,空中客车A320（中型）,10:40,12:50,97%,1,1,1,1,1,1,1
1189,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF1671,,10:40,12:50,98%,1,1,1,1,1,1,1
1190,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ3810,波音737-800（中型）,11:40,13:45,89%,1,1,1,1,1,1,1
1191,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF1669,,11:40,13:45,91%,1,1,1,1,1,1,1
1192,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ3764,波音737MAX8（中型）,13:35,15:40,95%,1,1,1,1,1,1,1
1193,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF1627,,13:35,15:40,97%,1,1,1,1,1,1,1
1194,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T1,东方航空,MU9692,波音737-800（中型）,15:55,17:55,97%,0,0,0,0,0,0,1
1195,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T1,东方航空,MU2492,波音737-900ER（中型）,16:40,18:50,89%,1,1,1,1,1,1,1
1196,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ3528,空中客车A320（中型）,19:10,21:30,88%,1,1,1,1,1,1,1
1197,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF1402,,19:10,21:30,88%,1,1,1,1,1,1,1
1198,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T1,中国国航,CA1925,空中客车A320（中型）,19:45,21:50,80%,1,1,1,1,1,1,1
1199,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T1,深圳航空,ZH1925,空中客车A320（中型）,19:45,21:50,80%,1,1,1,1,1,1,1
1200,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T1,海南航空,HU7222,波音737-800（中型）,20:05,22:10,82%,1,0,1,0,1,0,1
1201,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T1,中国国航,CA3892,空中客车A320（中型）,21:00,23:10,75%,1,1,1,1,1,1,1
1202,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T1,昆明航空,KY9964,空中客车A320（中型）,21:00,23:10,75%,1,1,1,1,1,1,1
1203,温州,温州市,浙江省,温州龙湾国际机场T2,广州,广州市,广东省,广州白云国际机场T1,深圳航空,ZH9964,波音737-800（中型）,21:00,23:10,75%,1,1,1,1,1,1,1
1204,丹东,丹东市,辽宁省,丹东浪头机场,烟台,烟台市,山东省,烟台蓬莱国际机场,上海航空,FM9574,波音737-800（中型）,17:30,18:35,96%,0,1,0,1,0,1,0
1205,丹东,丹东市,辽宁省,丹东浪头机场,烟台,烟台市,山东省,烟台蓬莱国际机场,上海航空,FM9178,波音737-800（中型）,18:15,19:25,76%,1,0,1,0,1,0,1
1206,上饶,上饶市,江西省,上饶三清山机场,成都,成都市,四川省,成都双流国际机场T2,成都航空,EU6674,新支线ARJ21（小型）,17:15,20:10,89%,0,1,0,1,0,1,0
1207,上饶,上饶市,江西省,上饶三清山机场,成都,成都市,四川省,成都双流国际机场T2,成都航空,EU6674,新支线ARJ21（小型）,19:15,22:10,89%,1,0,0,0,1,0,1
1208,上饶,上饶市,江西省,上饶三清山机场,成都,成都市,四川省,成都双流国际机场T2,成都航空,EU6674,新支线ARJ21（小型）,19:15,22:15,89%,0,0,1,0,0,0,0
1209,重庆,,重庆市,重庆江北国际机场T2A,阿拉善左旗,阿拉善盟,内蒙古自治区,阿拉善左旗机场,四川航空,3U2025,,14:00,16:05,95%,0,0,0,0,0,1,0
1210,重庆,,重庆市,重庆江北国际机场T2A,阿拉善左旗,阿拉善盟,内蒙古自治区,阿拉善左旗机场,华夏航空,G52715,庞巴迪宇航CRJ900（小型）,14:00,16:05,95%,0,0,0,0,0,1,0
1211,重庆,,重庆市,重庆江北国际机场T2A,阿拉善左旗,阿拉善盟,内蒙古自治区,阿拉善左旗机场,四川航空,3U2025,,15:05,17:05,95%,1,0,1,0,1,0,1
1212,重庆,,重庆市,重庆江北国际机场T2A,阿拉善左旗,阿拉善盟,内蒙古自治区,阿拉善左旗机场,华夏航空,G52715,庞巴迪宇航CRJ900（小型）,15:05,17:05,95%,1,0,1,0,1,0,1
1213,重庆,,重庆市,重庆江北国际机场T3,丽江,丽江市,云南省,丽江三义机场,祥鹏航空,8L9504,空中客车A320（中型）,9:35,11:30,63%,0,1,0,1,0,1,0
1214,重庆,,重庆市,重庆江北国际机场T2A,丽江,丽江市,云南省,丽江三义机场,四川航空,3U8251,空中客车A320（中型）,9:55,11:50,100%,0,1,0,1,1,0,1
1215,重庆,,重庆市,重庆江北国际机场T2A,丽江,丽江市,云南省,丽江三义机场,华夏航空,G56909,空中客车A320（中型）,9:55,11:50,100%,0,1,0,1,1,0,1
1216,重庆,,重庆市,重庆江北国际机场T2A,丽江,丽江市,云南省,丽江三义机场,四川航空,3U8251,空中客车A320（中型）,10:00,11:50,100%,0,0,1,0,0,0,0
1217,重庆,,重庆市,重庆江北国际机场T2A,丽江,丽江市,云南省,丽江三义机场,华夏航空,G56909,空中客车A320（中型）,10:00,11:50,100%,0,0,1,0,0,0,0
1218,重庆,,重庆市,重庆江北国际机场T3,丽江,丽江市,云南省,丽江三义机场,首都航空,JD5608,空中客车A319（中型）,11:50,13:40,98%,1,1,1,1,1,1,1
1219,重庆,,重庆市,重庆江北国际机场T3,丽江,丽江市,云南省,丽江三义机场,南方航空,CZ3475,波音737-300（中型）,12:40,14:35,88%,0,1,0,1,0,1,1
1220,重庆,,重庆市,重庆江北国际机场T3,丽江,丽江市,云南省,丽江三义机场,厦门航空,MF1351,,12:40,14:35,88%,0,1,0,1,0,1,1
1221,重庆,,重庆市,重庆江北国际机场T2B,丽江,丽江市,云南省,丽江三义机场,西部航空,PN6239,空中客车A319（中型）,13:20,15:10,98%,1,1,1,1,1,1,1
1222,重庆,,重庆市,重庆江北国际机场T3,丽江,丽江市,云南省,丽江三义机场,东方航空,MU5864,波音737（中型）,18:00,19:50,91%,1,1,1,1,1,1,0
1223,重庆,,重庆市,重庆江北国际机场T3,丽江,丽江市,云南省,丽江三义机场,祥鹏航空,8L9818,波音737-800（中型）,21:25,23:15,100%,1,1,1,1,1,1,1
1224,珠海,珠海市,广东省,珠海金湾机场,常州,常州市,江苏省,常州奔牛机场,吉祥航空,HO3825,,9:35,11:50,84%,1,1,1,0,1,0,1
1225,珠海,珠海市,广东省,珠海金湾机场,常州,常州市,江苏省,常州奔牛机场,昆明航空,KY9027,,9:35,11:50,84%,1,1,1,0,1,0,1
1226,珠海,珠海市,广东省,珠海金湾机场,常州,常州市,江苏省,常州奔牛机场,深圳航空,ZH8305,波音737-800（中型）,9:35,11:50,84%,1,1,1,0,1,0,1
1227,珠海,珠海市,广东省,珠海金湾机场,常州,常州市,江苏省,常州奔牛机场,四川航空,3U8151,空中客车A320-200（中型）,13:30,15:30,84%,1,1,1,1,1,1,1
1228,鄂尔多斯,鄂尔多斯市,内蒙古自治区,鄂尔多斯伊金霍洛机场,南京,南京市,江苏省,南京禄口国际机场T2,中国联航,KN2819,波音737-800（中型）,7:30,9:40,84%,1,0,1,1,1,0,1
1229,鄂尔多斯,鄂尔多斯市,内蒙古自治区,鄂尔多斯伊金霍洛机场,南京,南京市,江苏省,南京禄口国际机场T2,东方航空,MU3715,,7:30,9:40,84%,1,0,1,1,1,0,1
1230,宜宾,宜宾市,四川省,宜宾菜坝机场,北京,,北京市,北京首都国际机场T3,中国国航,CA1460,波音737-700（中型）,19:25,22:10,97%,0,0,0,0,0,1,1
1231,宜宾,宜宾市,四川省,宜宾菜坝机场,北京,,北京市,北京首都国际机场T3,中国国航,CA1460,波音737-700（中型）,19:25,22:20,97%,1,1,1,1,1,0,0
1232,宜宾,宜宾市,四川省,宜宾菜坝机场,北京,,北京市,北京首都国际机场T3,深圳航空,ZH1460,波音737-700（中型）,19:25,22:10,97%,0,0,0,0,0,1,1
1233,宜宾,宜宾市,四川省,宜宾菜坝机场,北京,,北京市,北京首都国际机场T3,深圳航空,ZH1460,波音737-700（中型）,19:25,22:20,97%,1,1,1,1,1,0,0
1234,福州,福州市,福建省,福州长乐国际机场,郑州,郑州市,河南省,郑州新郑国际机场T2,南方航空,CZ5029,波音737-800（中型）,7:25,9:35,97%,1,0,1,0,1,1,0
1235,福州,福州市,福建省,福州长乐国际机场,郑州,郑州市,河南省,郑州新郑国际机场T2,厦门航空,MF8055,波音737-800（中型）,7:25,9:35,97%,1,0,1,0,1,1,0
1236,福州,福州市,福建省,福州长乐国际机场,郑州,郑州市,河南省,郑州新郑国际机场T2,河北航空,NS8055,波音737（中型）,7:25,9:35,97%,1,0,1,0,1,1,0
